IP,OpenPorts,Software,OperatingSystem,Details,Message
192.168.1.228,"224,918,571,667",Apache,Ubuntu 20.04,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.134,"9866,3233,49,2741",Apache,CentOS 7,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.232,"524,495,049,128",Node.js,Windows Server 2019,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.43,"75,087,755,610,381",OpenSSH,Debian 11,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.139,4686,Nginx,Ubuntu 20.04,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.149,"767,192,572,916",Nginx,Red Hat Enterprise Linux,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.61,"414,781,435,411,486",PostgreSQL,Debian 11,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.160,"600,760,833,234",PostgreSQL,Debian 11,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.96,"39,616,089",OpenSSH,Windows Server 2019,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.143,"10,298,655,595",Nginx,Debian 11,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.189,"28,342,196,359,762,500,000",Node.js,CentOS 7,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.110,7698,PostgreSQL,CentOS 7,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.111,"487,113,495,870",PostgreSQL,Red Hat Enterprise Linux,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.156,"767,719,711,977,602",MySQL,Red Hat Enterprise Linux,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.37,"224,599,583,961",MySQL,Ubuntu 20.04,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.188,6381,PostgreSQL,Red Hat Enterprise Linux,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.174,4650,Apache,Windows Server 2019,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.153,"113,178,114,915",Node.js,CentOS 7,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.99,"222,271,628,370",MySQL,Ubuntu 20.04,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.72,"400,775,132,336,846",PHP,Windows Server 2019,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.131,"403,253,066,765",PHP,CentOS 7,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.147,"32,718,447",PostgreSQL,Red Hat Enterprise Linux,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.58,2811,PHP,Red Hat Enterprise Linux,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.147,"83,142,697,635",PHP,Debian 11,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.228,"48,918,881,912,411,100,000",Nginx,Windows Server 2019,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.156,"9669,3514,67,7244",OpenSSH,Ubuntu 20.04,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.14,"5,329,144,738,535,990,000",Node.js,CentOS 7,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.86,"72,855,892,812,772,200,000",MySQL,Red Hat Enterprise Linux,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.24,"488,575,262,784,997",Nginx,Windows Server 2019,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.17,1312,OpenSSH,CentOS 7,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.162,1433,Nginx,CentOS 7,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.78,"60,422,451",PHP,Debian 11,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.235,5293,OpenSSH,Ubuntu 20.04,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.45,"35,582,230",MySQL,Debian 11,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.127,"5,487,727,770,078,650",OpenSSH,CentOS 7,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.192,6946,OpenSSH,Debian 11,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.6,"88,002,153",MySQL,Red Hat Enterprise Linux,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.50,"378,589,482,189,207",PHP,Windows Server 2019,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.153,"470,077,445,789",PostgreSQL,CentOS 7,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.129,"149,559",OpenSSH,CentOS 7,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.103,"326,775,728,043,644,000",Node.js,Ubuntu 20.04,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.41,"496,577,896,945",PHP,Windows Server 2019,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.87,"6,309,193,954,897,800",PostgreSQL,Windows Server 2019,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.18,"458,3414,93,3621",PostgreSQL,Ubuntu 20.04,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.211,"470,071,573,554,907",Apache,Ubuntu 20.04,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.232,6041,MySQL,Windows Server 2019,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.223,"74,478,879,730,274,500,000",PostgreSQL,Debian 11,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.117,"5,595,558,188,389,200",PHP,Ubuntu 20.04,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
